Word,InverseAverage,InverseLinearRegressionSlope,IndexAboveThreshold(0.3),IndexPolynomialFitAboveThreshold(0.3),InflectionPointPolynomial
agatha,0.836535285,2.523834956,2,11,9.968320363
agave,0.951717718,3.562819376,11,11,10.93656135
age,0.521347107,1.301093478,0,2,6.240810968
agee,0.955888178,3.595692637,9,11,10.93755593
ageless,0.91744187,3.04874681,11,11,10.37900688
agelessly,,,,,
agen,0.912657507,3.035338447,11,11,10.42275758
agency,0.627795843,1.371872014,3,5,7.040484477
agendum,0.919075189,2.949564923,10,11,10.28900574
agent,0.557545325,1.243569014,3,3,6.403365151
aggie,0.910315129,2.865199071,10,11,10.19181069
agglutinative,,,,,
aggravate,0.841956298,2.567746145,11,11,9.994176412
aggregate,0.954940329,3.464578003,10,11,10.84177605
aggregation,0.930241448,3.094319412,11,11,10.41023008
aggression,0.868869477,2.410551437,11,10,9.489890186
aggressive,0.844018284,2.263511264,6,10,9.252280743
aggressively,0.90016535,2.894533242,11,11,10.23727319
aggressiveness,0.938517389,3.281828562,11,11,10.63111354
aggressor,0.913214281,2.914022974,11,11,10.21819682
aggrieve,0.899232947,2.861075235,11,11,10.14824102
aggrievedly,0.937685023,3.487393885,7,11,10.87900383
aghast,0.826653186,2.198572353,6,10,9.135787367
agile,0.767748371,1.897442159,4,9,8.486823189
agilely,0.957465362,3.74669683,11,11,11.10018708
agility,0.888257983,2.843480907,6,11,10.20510997
agincourt,,,,,
agitate,0.813228231,2.211882959,3,10,9.20632356
agitation,0.814877322,2.208878636,3,10,9.200593689
agitator,0.921558339,3.069471291,8,11,10.35445266
agleam,0.909256742,3.091670698,7,11,10.54873942
aglitter,0.913967711,2.868894179,9,10,10.12689753
aglow,0.877096887,2.717478519,11,11,10.06933438
agnes,0.865502108,2.448493824,10,10,9.576030607
agnew,0.897952004,2.702301298,10,11,9.968993133
agnostic,0.960389499,4.188976986,11,11,11.66798649
ago,0.613811272,1.539300156,0,2,7.395393467
agog,0.706517903,1.709278146,3,4,7.907232323
agonise,,,,,
agonize,0.84104624,2.406522901,11,10,9.614862758
agonizingly,0.988517511,4.655248344,11,11,11.86336991
agony,0.752185065,2.212980208,0,1,9.707647668
agora,0.949670191,3.335301971,10,11,10.70969343
agoraphobe,0.881296773,2.588657314,8,10,9.73914491
agoraphobia,0.992114288,4.768210145,11,11,11.93047613
agra,0.906730452,2.885359702,9,10,10.14398917
agrarian,0.951335264,3.430391069,11,11,10.78846035
agree,0.520228983,1.222208319,1,2,6.164392456
agreeable,0.834184625,2.280000913,11,10,9.30948599
agreeableness,0.977778411,4.305266909,11,11,11.59580387
agreeably,0.834815432,2.311174997,8,10,9.403328238
agreement,0.55909304,1.214035213,2,3,6.425161306
agribusiness,0.956394834,3.581187008,9,11,10.93209305
agricola,0.740316844,1.728832947,3,8,8.123149134
agricultural,0.704293127,1.591914311,4,6,7.715783152
agriculture,0.620142391,1.39092813,2,3,6.988551579
agriculturist,,,,,
agrippa,0.892630529,2.547492572,7,10,9.7005694
agronomist,0.743907154,1.744489985,6,8,8.181460487
aground,0.617699615,1.265576132,4,5,6.818193943
ague,0.92452579,3.095030428,11,11,10.42389021
aguinaldo,0.683500955,1.433543716,5,6,7.341873817
agulhas,0.770896332,1.628412527,7,8,8.045993482
agustin,0.789081495,1.924504282,6,8,8.562765953
aha,0.915676372,3.270563844,11,11,10.817432
ahab,0.820552429,2.072386513,5,9,8.876312309
ahaggar,0.562673576,1.50673137,1,1,6.849147933
ahead,0.527952654,1.297937465,1,2,6.287899247
ahem,0.951226727,3.751491651,6,11,11.15638456
ahimsa,0.944495874,3.455611771,8,11,10.78818297
ahmed,0.521845054,1.389458878,1,1,6.156207515
ahmet,0.946560886,3.661246974,11,11,11.13814539
ahold,0.877122914,3.009065685,1,11,10.72066322
ahoy,0.695995982,1.447344039,5,7,7.448668663
aid,0.647263357,1.448643499,3,4,7.260001584
aida,0.818933708,2.119898791,6,9,8.938853457
aide,0.569310903,1.180940981,4,5,6.465191185
aider,0.855138434,2.054818606,9,10,8.978938384
aiken,0.810978876,1.873054074,5,9,8.579444612
aikido,0.863973023,2.82550069,11,11,10.44487965
ail,0.754062564,1.856583464,3,9,8.398214556
aileen,0.876179516,2.669206788,6,11,9.963248427
aileron,0.664881999,1.443437537,4,5,7.278258459
ailment,0.752693384,1.609060297,7,8,7.956857822
aim,0.705219818,1.676995472,4,9,7.97277643
aimless,0.862270284,2.402423424,11,10,9.469065992
aimlessly,0.866300684,2.536521855,11,10,9.769159329
ain,0.782130804,2.098764271,1,10,9.081002053
ainu,0.825326724,2.145539548,5,9,9.010633499
air,0.337295995,1.080292484,0,1,3.646550666
airbase,0.915548769,3.276930505,11,11,10.90018418
airboat,0.984535634,4.851986398,11,11,12.13920974
airborne,0.782424435,1.879631961,5,8,8.478674558
aircraft,0.461964002,1.211406676,1,2,5.408134398
airdrome,,,,,
airedale,0.766791063,1.784019424,5,8,8.263345083
aires,0.704901552,1.48983463,5,7,7.538804172
airfield,0.655001695,1.422379126,4,5,7.199005888
airflow,0.895006353,2.519246003,8,10,9.670567449
airfoil,0.816523952,1.986551316,6,9,8.725831813
airfoils,,,,,
airframe,0.982460966,4.408593464,11,11,11.65678586
airily,0.724394151,1.66956104,6,7,7.96705882
airiness,0.910699856,2.977850669,6,11,10.31717849
airless,0.986987641,4.562174974,11,11,11.77860007
airlessness,,,,,
airlift,0.615381333,1.38027632,3,3,6.968143408
airline,0.459877018,1.299441066,0,1,5.389707745
airliner,0.660663164,1.441494458,4,5,7.255086042
airlock,0.868604317,2.809373204,3,11,10.35394414
airmail,0.726199851,1.574624241,5,7,7.756378035
airman,0.947429771,3.4680814,11,11,10.84075798
airplane,0.419412438,1.237069445,0,1,4.680522213
airport,0.437590061,1.282884351,0,1,4.955394326
airship,0.55796467,1.370335576,2,2,6.475825424
airsick,0.877875723,2.582450719,6,10,9.723306952
airspace,0.924230036,3.506230353,5,11,11.05869773
airstrip,0.948770072,3.646802634,11,11,11.04034372
airtight,0.713113041,1.80870265,0,9,8.427471894
airwave,0.940507517,3.51085996,7,11,10.87871617
airway,0.581081164,1.239191172,3,4,6.604698534
airy,0.873050259,2.548822225,6,10,9.713366906
aisle,0.781573959,2.159015989,9,10,9.255281755
ajar,0.659618994,1.56216323,2,3,7.517888214
ajax,0.755827036,1.751094956,5,7,8.10752964
akbar,0.73470336,1.653934667,5,8,7.962032567
aker,0.939944318,3.150309044,10,11,10.50392917
akhenaton,0.949670191,3.335301971,10,11,10.70969343
akiko,0.9001804,2.907783176,8,11,10.2049121
akimbo,0.946828157,3.522140652,11,11,10.90483774
akin,0.919824541,2.936471614,10,11,10.23664066
akio,0.978737047,4.199570262,11,11,11.50354769
akkad,0.707497322,1.634853135,3,5,7.813664104
akron,0.977821955,4.498419043,11,11,11.80249322
ala,0.898067747,2.755463888,10,11,10.09645908
alabama,0.512730563,1.318151578,0,1,6.218486147
alabaster,0.922211356,2.908392533,10,11,10.21235208
alack,0.781802592,1.870275159,5,8,8.440180595
alacrity,0.830825632,2.645619977,2,3,10.35054131
aladdin,0.912231621,2.900521507,8,10,10.17319722
alain,0.963063812,3.928948544,11,11,11.31044662
alaine,0.988074285,4.580884635,11,11,11.79683612
alameda,,,,,
alamo,0.538885135,1.139258516,4,4,6.162158644
alamos,0.889790744,3.158555117,11,11,10.91877134
alan,0.671360946,1.644139331,0,7,7.859528429
alaric,0.826958955,2.34433906,3,11,9.546076577
alarm,0.583392459,1.41210482,0,2,6.920065413
alarmingly,0.935104147,3.490595125,11,11,10.94730402
alas,0.682847726,1.579468731,3,4,7.624290402
alaska,0.41287962,1.131619827,0,1,4.955762545
alaskan,0.618961206,1.342858422,4,4,6.915164024
alba,0.915577305,3.199763829,11,11,10.6746681
albacore,0.962855092,3.812148758,11,11,11.14661245
albacores,0.773656267,1.626764174,7,8,8.07484284
alban,0.846394891,2.384378804,4,10,9.54499877
albania,0.687025312,1.401528061,5,7,7.363259008
albanian,0.735260529,1.579180905,5,7,7.824332786
albanians,0.698652349,1.420682502,5,7,7.444262966
albany,0.757288163,1.768240906,5,8,8.230708246
albatross,0.880158277,2.698129757,11,11,10.03070939
albedo,0.991979333,4.797061836,11,11,11.94576798
albee,0.98236807,4.340058502,11,11,11.6151123
albeit,,,,,
albemarle,0.897818654,2.604085598,9,10,9.785290196
albert,0.790063665,2.129430364,5,10,9.075309822
alberta,0.816340639,2.023074519,8,10,8.853419456
albertina,0.965900249,4.162493687,6,11,11.53271577
alberto,0.4650415,1.126880976,2,2,5.582200025
albinism,0.990528261,4.692871932,11,11,11.87750357
albino,0.799704375,1.818549623,7,8,8.417411455
albion,0.903578578,2.743902275,9,10,9.967840231
albrecht,0.94008468,3.18385203,9,11,10.52302059
albright,0.876917181,2.460111424,6,10,9.557444817
album,0.673293413,1.561130432,3,3,7.590679854
albumen,0.855525075,2.288322572,5,10,9.298846032
albuquerque,0.589587699,1.269924892,4,4,6.617898823
alcatraz,0.935865591,3.238091453,11,11,10.57234689
alchemist,0.89406397,2.644652146,11,10,9.82741067
alchemy,0.91339307,2.840825791,11,10,10.09098722
alcohol,0.364269202,0.957763595,2,2,4.749291674
alcoholic,0.456958772,1.009481327,4,4,5.626030885
alcoholism,0.337754311,0.929183043,2,2,4.528859736
alcor,0.767551794,1.827440202,4,8,8.34729409
alcott,0.917376347,2.937055106,8,10,10.19559943
alcove,0.7756012,1.960953347,3,10,8.682333263
alcyone,0.979906047,4.513574028,11,11,11.81335402
aldabra,0.819051725,2.433205577,3,11,9.701415982
aldan,0.864844132,2.746486911,3,11,10.33709631
aldebaran,0.773180529,2.005415233,2,10,8.832778715
alden,0.855666485,2.178446202,7,10,9.110994394
alder,0.798757342,1.848456129,8,9,8.500855018
alderman,0.952814279,3.60706664,11,11,10.96446403
alderwomen,0.899584065,2.581037167,8,10,9.758986428
aldo,0.899302304,2.630794053,8,10,9.807041199
aldrich,0.967888276,3.829225006,10,11,11.18769938
ale,0.44405381,1.064487265,2,2,5.441312721
alec,0.616753203,1.433495023,3,3,6.974834632
alehouse,0.946509342,3.556195407,11,11,10.95231975
alembert,,,,,
alene,0.990799937,4.745252001,11,11,11.90895805
aleppo,0.858753931,2.539679417,3,11,9.787549899
alert,0.736219131,1.780420098,2,9,8.282657687
alertly,0.865191267,2.335277233,7,10,9.384459693
alertness,0.867878373,2.644872577,2,11,10.0334758
alessandro,0.511878036,1.056435583,4,5,6.011558916
alethea,0.916854221,3.065670411,7,11,10.35630292
aleut,0.745397919,1.796658659,3,8,8.244424503
aleutian,0.572927707,1.275473984,2,3,6.560400286
aleutians,0.74094167,1.593948633,5,8,7.873729398
alewife,0.835911406,2.079217717,7,10,8.953466502
alewives,0.622801739,1.247972621,5,6,6.847447996
alex,0.8043178,2.291314567,2,11,9.575015222
alexander,0.597524915,1.542271738,0,1,7.308466909
alexandra,0.785275233,1.993381478,3,10,8.764115452
alexandre,0.962554366,3.810229017,11,11,11.18917808
alexandria,0.749107367,1.744677067,4,8,8.163490022
alexandrian,0.921710985,3.225467522,6,11,10.58857427
alexei,0.93650703,3.062065619,10,11,10.4072879
alfalfa,0.6157522,1.413766016,1,3,7.058979057
alfonso,,,,,
alfred,0.869925004,2.529351013,5,10,9.719037304
alfredo,,,,,
alfresco,0.901694618,2.983353678,6,11,10.3305974
alga,0.602083543,1.511182769,0,2,7.211829726
algal,0.908837247,3.012299644,10,11,10.47970227
algebra,0.573088094,1.425507875,1,2,6.790986992
algebraic,0.98198017,4.324603405,11,11,11.60304638
algebraically,0.939528017,3.111844613,10,11,10.46837511
alger,0.962024706,3.706605607,11,11,11.06113153
algeria,0.555206631,1.279993381,2,2,6.379683192
algerian,0.835608798,2.19637737,5,10,9.209834466
algerine,0.935528178,3.441682462,11,11,10.87603669
algernon,0.925944592,3.171116748,11,11,10.55399795
algiers,0.865973124,2.752582085,1,11,10.27206802
algol,0.728087055,1.731069559,3,7,8.080234204
algonkian,0.773303354,1.884554019,5,8,8.458614726
algonquian,0.893936064,2.721814126,11,10,9.977083238
algonquin,0.802404533,1.961376477,5,9,8.671249462
algorithm,0.845381676,2.024075995,8,10,8.887097179
ali,0.838340884,2.287368683,9,10,9.321456215
alias,0.873639427,2.686385638,5,11,9.954869375
alibi,0.432013185,1.095076503,1,2,5.247978796
alicante,0.950401785,3.709816128,7,11,11.08054838
alice,0.797208186,2.058146199,5,9,8.863397797
alicia,0.870038033,2.548128539,10,10,9.786932662
alien,0.740983428,2.000143028,1,2,8.90369727
alienate,0.900062071,3.038806017,11,11,10.62128914
alienation,0.974410195,4.071278172,11,11,11.39189537
alight,0.819439769,2.115799241,9,10,9.020573834
align,0.848483229,2.19795458,7,10,9.132214356
alignment,0.860664757,2.395208298,6,10,9.463814524
alike,0.580561635,1.464846709,1,2,6.947462591
aliment,0.974346412,4.123891948,11,11,11.42425073
alimentary,0.719025538,1.594831819,4,7,7.786579505
alimony,0.978141592,4.329996683,11,11,11.59851147
alison,0.870197615,2.503604227,10,10,9.716941112
alistair,0.717611955,1.940879425,3,2,8.516912578
alive,0.49727782,1.264717416,0,1,5.959815875
aliveness,0.836447098,2.234621912,5,9,9.142929149
aliyah,0.934447202,3.010793123,10,11,10.35343074
alkali,0.755906002,1.859677378,4,7,8.369529926
alkaline,0.643110897,1.295473119,5,6,6.981529967
alkalinity,0.890720791,2.630203235,8,10,9.810912527
alkane,0.84229019,1.962649676,9,10,8.810596404
alla,0.929258027,3.285154108,8,11,10.6429846
allah,0.564749351,1.368321666,0,3,6.68928154
allahabad,0.844480516,2.186732599,6,9,9.091017781
allan,0.79791295,1.947485781,5,9,8.656616277
allay,0.96040891,3.897720924,11,11,11.28401488
allege,0.796798739,1.906231519,6,8,8.509112173
allegedly,0.960471344,3.863812094,11,11,11.25661679
alleghenies,0.850870782,2.305598364,5,10,9.312716639
allegheny,0.768186505,1.901132889,5,8,8.503966823
allegiance,0.731997959,1.86359228,1,10,8.513023932
allegory,0.940667274,3.570346349,11,11,10.99438505
allegra,0.956902157,3.785291861,11,11,11.17255539
allele,0.864385678,2.13665077,9,10,9.11469171
allen,0.70342554,1.750893865,2,3,8.153380966
allende,0.763043799,1.730763376,6,8,8.142602578
allentown,0.950712552,3.526002432,11,11,10.89117583
allergen,0.892911274,2.449624279,9,10,9.584548654
allergic,0.768496898,1.667319535,7,8,8.113016225
allergist,0.892911274,2.449624279,9,10,9.584548654
allergy,0.546243642,1.212392554,3,3,6.309812103
alleviate,0.934826773,3.366339727,11,11,10.76330323
alleviation,,,,,
alley,0.736027168,1.923009083,3,3,8.645388908
alleyway,0.921625223,3.136446213,11,11,10.52964386
allhallows,0.917247724,2.744238207,10,10,10.01270288
alliance,0.669742554,1.415670285,4,6,7.303183773
allie,0.879700317,2.940151174,11,11,10.56282279
alligator,0.810692179,2.231832089,6,10,9.344228889
allison,0.829678935,2.431094595,3,11,9.700380402
alliteration,0.807313744,1.881090368,9,9,8.568987733
alliterative,0.958003646,3.544432514,10,11,10.92078784
allman,0.914308284,3.145520278,6,11,10.51526279
allocate,0.793498037,1.886763806,5,9,8.518504683
allocation,0.769634696,1.800840412,5,9,8.321867622
allot,0.856005264,2.281507528,7,10,9.271092225
allotment,0.969178073,3.985724186,11,11,11.31592993
allover,,,,,
allow,0.493684101,1.161652687,1,2,5.891135627
allowable,0.938241903,3.338172862,11,11,10.69938146
allowance,0.617135802,1.409750293,4,3,7.148923312
alloy,0.534071628,1.152345459,3,3,6.195705675
alls,0.439969713,1.071684733,1,2,5.450792812
allude,0.800792043,2.09951249,3,10,8.982045613
allure,0.958900612,3.632628874,11,11,10.99181592
allurement,0.93947603,3.296686927,11,11,10.65885352
allusion,0.833451984,2.118702191,9,10,9.022838178
alluvial,0.70865169,1.452208964,6,7,7.516463588
alluvion,0.972594224,3.996683161,11,11,11.3312027
ally,0.530672825,1.196844354,3,2,6.159217208
allyn,,,,,
alma,0.889957089,2.744926758,10,11,10.06634783
almanac,0.643611198,1.378150632,4,5,7.120975671
almeda,0.889438393,2.620268437,8,10,9.825533043
almighty,0.606355845,1.260983521,3,5,6.765818549
almond,0.712270197,1.598070645,3,8,7.841226665
almoner,0.93745299,3.179772012,10,11,10.52169091
almost,0.423758057,1.070467288,0,2,5.275868904
alms,0.681227205,1.435442751,4,6,7.342711386
almshouse,0.973751319,4.020854706,11,11,11.35524468
aloft,0.741989846,1.77912878,5,9,8.2441491
aloha,0.760013104,1.85385954,5,9,8.429359709
alone,0.585416041,1.40338827,1,2,6.878059397
aloneness,0.925390429,3.04638932,9,11,10.37630192
alonso,0.865894379,2.260688969,9,10,9.269828185
alonzo,0.666056499,1.423107065,3,6,7.286636381
aloof,0.82470988,2.15492973,9,10,9.051348126
aloofly,0.947103849,3.485076331,11,11,10.86380931
aloofness,,,,,
aloud,0.5721453,1.406686395,0,2,6.832467565
aloysius,0.84473358,2.252201232,6,9,9.185839383
alpaca,0.848759168,2.420318002,6,10,9.478988415
alpha,0.690253698,1.376159963,6,7,7.363120406
alphabet,0.512868812,1.340330352,0,1,6.190727118
alphabetic,0.701148981,1.482794514,5,6,7.505570796
alphabetical,0.456059837,1.154903251,1,2,5.456271177
alphabetically,0.551237905,1.223224309,2,3,6.323880802
alphabetize,0.849621904,2.258690856,10,10,9.283437066
alphanumeric,0.844010181,2.02949672,8,10,8.89120178
alphonse,0.7385096,1.989581302,2,2,8.844701294
alpine,0.809308343,2.061799642,9,10,8.959020735
alps,0.582661642,1.266551385,4,4,6.620313043
already,0.50936869,1.211927739,1,2,6.052008624
alright,0.980675935,4.273436404,11,11,11.56273789
als,,,,,
alsace,0.983118265,4.433385765,11,11,11.6761628
alsatian,0.913134033,2.955201175,11,11,10.26320015
alta,0.907375859,2.969535939,11,11,10.32810652
altai,0.601565754,1.316594106,3,3,6.76773191
altar,0.52234083,1.107109086,3,4,6.078891359
alter,0.72590479,1.811662067,0,9,8.404717426
alteration,0.872730356,2.476059164,5,10,9.609499444
altercation,0.837011997,2.278842516,6,9,9.222063144
alternate,0.814877196,2.084913493,8,10,8.968901856
alternately,0.858354422,2.600983767,3,11,9.923771641
alternation,0.918153,2.900233989,9,10,10.17496158
alternative,0.811132797,2.026221485,5,9,8.798132741
alternatively,0.866871791,2.411080114,6,10,9.511682341
althea,0.408055157,0.949404194,3,3,5.259295302
altho,0.975334408,4.38010609,11,11,11.74572832
altimeter,0.468994567,1.237353871,1,2,5.463942573
altiplano,0.700443262,1.554107216,4,6,7.668161263
altitude,0.63285085,1.36340861,3,5,7.002048004
alto,0.569379927,1.188776881,3,4,6.494741644
altogether,0.726692056,1.797156633,6,9,8.304504014
alton,0.88412152,2.556732432,6,10,9.689784949
altoona,0.941628324,3.892916122,4,11,11.51615596
altruism,0.979313376,4.221258681,11,11,11.52105122
altruist,,,,,
altruistic,,,,,
alum,0.708389054,1.569546276,5,6,7.619083598
alumina,0.877099698,2.283690105,9,10,9.326049466
aluminium,0.861351221,2.121706322,9,10,9.07650844
aluminum,0.447412921,0.994198532,3,3,5.552505356
alumnus,0.818474943,2.079404109,5,10,8.934947694
alva,0.816182761,2.063012618,5,9,8.877730876
alvarez,0.993906333,4.856298827,11,11,11.9911382
alveolus,0.709431871,1.558827468,4,7,7.691518447
alvin,0.880848223,2.716090967,7,10,10.07204644
always,0.475757512,1.15623159,1,2,5.724854479
